,aspects,frequency,emotions
4934,first read script,1,Surprise
4935,cliche many deal,1,
4936,well recipe wa,1,
4937,later short dodger,1,Angry
4938,truly creative idea,1,
4939,gore overall fault,1,
4940,appropriately dusty windswept,1,Happy
4941,unbelievably great want,1,Happy
4942,quite awhile fact,1,
4943,unflinchingly bad stretch,1,Sad
4944,flashback certain night,1,Fear
4945,also stranger thing,1,Surprise
4946,explode local sheriff,1,
4947,anyway clint howard,1,
4948,basically dumb fun,1,Happy
4949,vastly superior saw,1,
4950,enough able buy,1,
4951,back video purchase,1,Fear
4952,away spoiler let,1,Angry
4953,academy award category,1,
4954,least likable character,1,Happy
4955,even child product,1,
4956,rudely disrupts class,1,Surprise
4957,mug old guy,1,
4958,substantially juvenile delinquency,1,
4959,well sleazy background,1,
4960,seriously straight comedy,1,
4961,least give try,1,Fear
4962,sally boule outshines,1,Surprise
4963,likely follow mc,1,Fear
4964,however brian robert,1,Surprise
4965,hilariously funny andrew,1,Happy
4966,truly exemplar genre,1,
4967,fairly easy eye,1,
4968,aside lady strait,1,Fear
4969,agree many comment,1,
4970,quite original cast,1,
4971,essentially giant alien,1,Fear
4972,far fetched melodrama,1,Fear
4973,lenore j coffee,1,
4974,suddenly separated enlists,1,
4975,naturally effervescent self,1,Fear
4976,rather sudden resignation,1,Surprise
4977,right perspective past,1,Sad
4978,unfortunately ha gotten,1,Sad
4979,probably receive pg,1,Surprise
4980,atmosphere song bobbie,1,
4981,truly paved way,1,
4982,back home month,1,Sad
4983,rather blatant rip,1,Fear
4984,also jacky chan,1,
4985,totally meaningless non,1,
4986,fast asleep endure,1,Angry
4987,late early post,1,Sad
4988,really popular guess,1,Surprise
4989,also true bridge,1,Fear
4990,billy barty ask,1,Fear
4991,enough teen age,1,Angry
4992,always fond place,1,Sad
4993,even good exploitation,1,Happy
4994,absolutely stunning talk,1,Surprise
4995,basically unplayable role,1,Fear
4996,otherwise boring movie,1,Sad
4997,mainly due sophomoric,1,
4998,yet ha nothing,1,
4999,almost impossible watch,2,Surprise
5000,ridiculously stupid flashback,1,Surprise
5001,still doe crap,1,Surprise
5002,ever perfect speech,1,Surprise
5003,damn much shame,1,
5004,highly advertised phenomenal,1,Surprise
5005,enough rival show,1,
5006,probably float boat,1,Fear
5007,really pretty ha,1,Happy
5008,back stabbings schemings,1,
5009,possibly personal physician,1,Fear
5010,mostly inspirational story,1,Happy
5011,thoroughly enjoyable monster,1,Happy
5012,exceptionally attractive cast,1,Happy
5013,reasonably convincing world,1,
5014,annoyingly loud toad,1,
5015,enough actual plot,1,
5016,ugly lead female,1,Sad
5017,somewhat unresolved nature,1,Fear
5018,overly familiar chronicle,1,
5019,find fascinated sheer,1,Fear
5020,matter intertwined ego,1,Fear
5021,probably funny people,1,Surprise
5022,really much cynthia,1,Surprise
5023,always watchable cry,1,Sad
5024,topless grade showtime,1,
5025,indeed beautiful guy,1,Happy
5026,deeply prophetical representation,1,Sad
5027,apparently kid gabe,1,Happy
5028,actually funny reason,1,Surprise
5029,also last joe,1,
5030,completely ridiculous course,1,
5031,back excitment movie,1,
5032,driver dennis wilson,1,
5033,keep much business,1,Fear
5034,slowly lead affair,1,Surprise
5035,perhaps arguable marriage,1,Fear
5036,quite remarkable cooper,1,Happy
5037,certainly central theme,1,Surprise
5038,hard know script,1,Angry
5039,overly sincere piece,1,
5040,drastically change direction,1,
5041,particularly ridicule ignorance,1,
5042,ever dependable catherine,1,Surprise
5043,almost overnight evolution,1,Fear
5044,memorably riotous contribution,1,Fear
5045,oily honcho tv,1,
5046,nearly antithesis hollywood,1,
5047,emotionally seduce audience,1,
5048,forward linear fashion,1,Fear
5049,eventually burnt village,1,Sad
5050,apparently sort history,1,Fear
5051,enough actual genre,1,
5052,nicely liked intent,1,Surprise
5053,indeed diary amount,1,
5054,unfortunately freshman co,1,Sad
5055,rather anticlimactic book,1,Fear
5056,eventually return farm,1,
5057,videographer scavenging run,1,
5058,obviously fan watch,1,Surprise
5059,enough subject matter,1,Fear
5060,flu obvious homage,1,
5061,really true life,1,Surprise
5062,far important quality,1,Happy
5063,away populace detonates,1,Angry
5064,amazingly blue screen,1,Sad
5065,definitely brilliant scenery,1,Happy
5066,mesmerisingly emmanuelle seigner,1,
5067,close predictable player,1,Happy
5068,basically perfect anime,1,Sad
5069,occasionally ha something,1,Fear
5070,even occasional scare,1,
5071,pretty good vinnie,1,Happy
5072,quickly mess bookie,1,Angry
5073,bet dallas cowboy,1,Fear
5074,never ruthless mob,1,Angry
5075,ellen tyne daly,1,
5076,mostly likable albeit,1,Happy
5077,mainly technical issue,1,
5078,later good fortune,1,Happy
5079,fast paced rhythm,1,Surprise
5080,totally empty laugh,1,
5081,almost bought piece,1,
5082,best early starring,1,Surprise
5083,really wrong see,1,Surprise
5084,purportedly wealthy home,1,Happy
5085,quite right doctor,1,Fear
5086,earlier wink rule,1,Fear
5087,long thorough history,1,Fear
5088,later high sierra,1,Fear
5089,also good story,1,Happy
5090,lot miraculous thing,1,Surprise
5091,else faith boy,1,Surprise
5092,truly depressing state,1,Sad
5093,terrifyingly tragic realism,1,Sad
5094,first big step,1,Surprise
5095,far delusion grandeur,1,Fear
5096,perhaps ultimate statement,1,
5097,art much stretch,1,
5098,either good way,1,Happy
5099,sally doe visit,1,Surprise
5100,still give relief,1,Fear
5101,yet contrast lead,1,
5102,physically leatherface grandpa,1,
5103,well cannibal accept,1,
5104,oddly funny type,1,Surprise
5105,wa boring fact,1,Sad
5106,notice give chance,1,Fear
5107,relatively early piece,1,
5108,clearly doe bar,1,
5109,downright tedious hate,1,Sad
5110,thoroughly unthreatening look,1,
5111,maybe worn hockey,1,
5112,ahead present day,1,Happy
5113,silly romantic comedy,1,Happy
5114,sometime fredric march,1,
5115,together last minute,1,
5116,quite likable drive,1,Happy
5117,pretty humorous cut,1,Happy
5118,witness valuable experience,1,
5119,accurately convey authenticity,1,Sad
5120,especially cityscape scene,1,
5121,unbelievably vivid horror,1,Surprise
5122,capably special mention,1,Surprise
5123,find u reality,1,
5124,mainly global mixture,1,
5125,hey good deal,1,Happy
5126,eventually meet seduces,1,
5127,otherwise attentive fling,1,Angry
5128,back painful difficulty,1,Sad
5129,anyway deform way,1,
5130,far excellent brick,1,Happy
5131,together mute choice,1,Angry
5132,liner used inter,1,
5133,slice chapter end,1,
5134,intimately emphatic actor,1,Fear
5135,always puppet script,1,Sad
5136,forever haunt memory,1,
5137,little infectious enthusiasm,1,Happy
5138,singapore make point,1,Surprise
5139,sometimes ruin iut,1,Sad
5140,utterly pathetic excellent,1,Happy
5141,really script fault,1,Surprise
5142,also subject base,1,Sad
5143,especially documentary world,1,
5144,surprisingly watchable sequel,1,
5145,entertainingly nasty scene,1,
5146,totally unlovable character,1,Sad
5147,well blush reference,1,Fear
5148,best mommy run,1,Surprise
5149,also typical gujarati,1,
5150,richard gere deepak,1,
5151,even tip influence,1,Sad
5152,indeed breathtaking movie,1,
5153,technically mysterious killer,1,Surprise
5154,fast much mise,1,
5155,really bad sci,1,Surprise
5156,really contain story,1,Angry
5157,later bummer cuz,1,
5158,often euro trash,1,Angry
5159,repeatedly nasty recalcitrant,1,
5160,find impossible care,1,
5161,away parent amazon,1,Angry
5162,witness numerous action,1,Surprise
5163,really nice jungle,1,Happy
5164,never huge hit,1,Angry
5165,particularly good show,1,Happy
5166,really much cult,1,Surprise
5167,otherwise uncool make,1,Sad
5168,unintentionally humorous mediocrity,1,Happy
5169,therefore real reason,1,Sad
5170,really trilogy series,1,Surprise
5171,already classic non,1,
5172,award clear margin,1,Sad
5173,technically beautiful visuals,1,Happy
5174,fairly accurate description,1,
5175,shallow pretentious lack,1,
5176,also important note,2,Happy
5177,still original release,1,
5178,maybe papier mache,1,
5179,barely understand thing,1,Surprise
5180,really disturbs human,1,Surprise
5181,actually watched entirety,1,Surprise
5182,mostly tedious experience,1,
5183,already body builder,1,
5184,far favorite show,2,Happy
5185,little survivor thing,1,Surprise
5186,basically remainder unfortunate,1,Sad
5187,better good men,1,Happy
5188,therefore low grade,1,Sad
5189,archer capable actor,1,Fear
5190,back stabbing enigma,1,Sad
5191,somewhere sub par,1,
5192,even premium channel,1,Fear
5193,rather enjoyable movie,1,Happy
5194,first halve drama,1,Surprise
5195,basically light fire,1,Fear
5196,lot serious film,1,Sad
5197,easily fight choreography,1,Sad
5198,sometimes clumsy action,1,Sad
5199,also hilarious contains,1,Happy
5200,sharply comic character,1,Fear
5201,alice henderson hold,1,
5202,tenuously traditional value,1,
5203,showdown outrageous brashness,1,Surprise
5204,wisely leave motivation,1,
5205,absolutely pathetic performance,1,Sad
5206,chillingly mysterious horror,1,Surprise
5207,generally competent performer,1,Fear
5208,squarely shoulder director,1,Surprise
5209,really good treatment,1,Happy
5210,simply beautiful word,1,Happy
5211,dastardly duo rathbone,1,
5212,quite big find,1,
5213,vaguely entertaining watch,1,Surprise
5214,thus rare exception,1,
5215,enough hear comment,1,
5216,clearly pathetic admit,1,Sad
5217,back ten pound,1,Fear
5218,increasingly desperate considers,1,Sad
5219,somewhat inspired bonnie,1,Happy
5220,even modest fan,1,
5221,yet available end,1,
5222,completely fictitious peter,1,
5223,still major failure,1,Sad
5224,really cheap style,1,Surprise
5225,late wa lame,1,Sad
5226,damn good fast,1,Happy
5227,really sure felt,1,Surprise
5228,pretty seedy stuff,1,Happy
5229,always voyeuristic right,1,Sad
5230,quite looker movie,1,
5231,neither much complain,1,Sad
5232,always awesome bruce,1,Surprise
5233,realistically hi tech,1,
5234,tdnd low budget,1,Sad
5235,still good corny,1,Happy
5236,ridiculously unrealistic crime,1,Surprise
5237,back tree house,1,
5238,otherwise little difference,1,
5239,really big veronica,1,Surprise
5240,especially top notch,1,Surprise
5241,late early clever,1,Sad
5242,really inspired spoiler,1,Surprise
5243,oliver hardy end,1,Fear
5244,army medical corp,1,
5245,well armed thank,1,Sad
5246,sacrifice good america,1,Happy
5247,maybe happy end,1,Happy
5248,norman foster problem,1,Fear
5249,even shameful sketch,1,Sad
5250,bit spoof monster,1,
5251,delicately woven story,1,Sad
5252,art accomplished hand,1,
5253,really familiar eccentricity,1,Surprise
5254,silly campy ghetto,1,Fear
5255,yes undermining time,1,Sad
5256,still alive print,1,
5257,aback intimacy director,1,Surprise
5258,back port authority,1,Fear
5259,shore humour film,1,Sad
5260,actually big fan,1,Surprise
5261,completely unremarkable script,1,
5262,almost much trademark,1,
5263,totally uncharacteristic doe,1,Angry
5264,really new idea,1,Surprise
5265,dog good decision,1,Happy
5266,really bad waste,1,Surprise
5267,also tie murder,1,
5268,far straight point,1,Surprise
5269,instead terrible bore,1,Fear
5270,device good bit,1,Happy
5271,unfortunately gigan mechagodzilla,1,Sad
5272,poorly box office,1,
5273,generally positive review,1,
5274,truly resembles time,1,
5275,yet sophisticated laboratory,1,Fear
5276,especially seventy eighty,1,
5277,far much time,1,Fear
5278,tomb many month,1,
5279,promptly go rampage,1,
5280,literally everybody insist,1,
5281,viewer likely begin,1,Fear
5282,hayward miserable actress,1,
5283,quite amusing place,1,Fear
5284,inevitably disappointed action,1,Sad
5285,actually watchable lot,1,Surprise
5286,yes le talk,1,Sad
5287,away foreign country,1,Angry
5288,somewhat curious ha,1,Surprise
5289,else important happens,1,Happy
5290,finally enough soul,1,Surprise
5291,pretty good lead,1,Happy
5292,actually tactic get,1,Surprise
5293,far description example,1,Fear
5294,certainly rich warrant,1,Fear
5295,waiter played jean,1,Fear
5296,appearance fourth entry,1,
5297,lonely young man,1,Sad
5298,however element prevent,1,Surprise
5299,pretty girl song,1,Happy
5300,arguably beautiful woman,1,Happy
5301,likely give hollywood,1,Fear
5302,enough alone please,1,Sad
5303,actually good raise,1,Happy
5304,dart big boulder,1,Fear
5305,around endless circle,1,
5306,exactly good movie,1,Happy
5307,enjoyably brainless pointless,1,
5308,away soundtrack plenty,1,Angry
5309,endearingly thumb incompetence,1,Happy
5310,infectiously dopey festivity,1,Surprise
5311,nowhere mel welles,1,
5312,fanatically gung ho,1,
5313,lay much makeup,1,
5314,premise okay part,1,
5315,really necessary day,1,Happy
5316,character believable sub,1,Fear
5317,earlier suspect ha,1,Fear
5318,really shitty stand,1,Surprise
5319,else pub beer,1,
5320,well respect work,1,Happy
5321,bob evil discovers,1,Surprise
5322,even legendary film,1,
5323,hilariously funny way,1,Happy
5324,best musical humor,1,Surprise
5325,pretty much name,1,Happy
5326,totally wasted characterization,1,
5327,nearly costume suit,1,
5328,understand right issue,1,Fear
5329,surely jla member,1,
5330,ugly stereotype throw,1,Sad
5331,certainly therapist lisa,1,
5332,totally unprofessional budget,1,
5333,always degree success,1,Sad
5334,long regarded ikiru,1,Happy
5335,ever urgent evidence,1,Surprise
5336,almost smell steamy,1,Fear
5337,mother driven point,1,Surprise
5338,far fortunate home,1,Happy
5339,almost beak join,1,
5340,desperately tried escape,1,Fear
5341,debut good job,1,Happy
5342,beside memorable catchy,1,Angry
5343,late early hope,1,Sad
5344,hopefully special edition,1,Surprise
5345,really bad film,3,Surprise
5346,wa hilarious kal,1,Happy
5347,long sitcom format,1,Fear
5348,rarely sustainable standard,1,
5349,really leave question,1,Surprise
5350,accordingly le focus,1,
5351,apparently notice try,1,Fear
5352,apart enjoyable scene,1,Happy
5353,really appreciate helen,1,Happy
5354,billy flynn blond,1,
5355,really attractive fresh,1,Happy
5356,simply cohabit kind,1,Happy
5357,vaudeville little bit,1,
5358,together bothersome thing,1,Surprise
5359,yancey historical record,1,
5360,emphatically deny existence,1,Fear
5361,hong kong police,1,
5362,actually pulled case,1,Surprise
5363,definitely worst ha,1,Sad
5364,rather slow end,1,Fear
5365,really fit take,1,Happy
5366,really involved form,1,Surprise
5367,yet ingenious killer,1,Happy
5368,masterpiece fight club,1,Surprise
5369,utterly fascinating film,1,
5370,together enter penny,1,
5371,instantly relatable asks,1,Fear
5372,especially ant misstep,1,Fear
5373,clearly low budget,1,Sad
5374,vastly outweigh flaw,1,
5375,slightly hot topic,1,Sad
5376,anymore carry cross,1,Angry
5377,ha rhythm sense,1,
5378,definitely average place,1,Fear
5379,well genuine emotion,1,Sad
5380,store good thing,1,Happy
5381,generally deterrent place,1,Fear
5382,supposedly folk shatter,1,Sad
5383,absolutely straight e,1,Fear
5384,back future groundhog,1,
5385,actually much seat,1,Surprise
5386,slightly predictable side,1,
5387,still good effort,1,Happy
5388,mainly beautiful island,1,Happy
5389,well ok photography,1,
5390,maybe bad print,1,Sad
5391,presently tragic situation,1,Sad
5392,quite lacking quantity,1,
5393,actually rare occurrence,1,Surprise
5394,hence economical location,1,
5395,actually good movie,1,Happy
5396,back brilliant man,1,Happy
5397,even unpredictable factor,1,Surprise
5398,nunally gun wife,1,
5399,far first place,1,Fear
5400,really awful war,1,Surprise
5401,better dunquerque scene,1,Surprise
5402,pretty good lot,3,Happy
5403,exceptionally generous frame,1,Happy
5404,extremely soft strain,1,Fear
5405,right huge slasher,1,Fear
5406,maybe graininess print,1,
5407,forward inevitable sequel,1,
5408,really serious part,1,Surprise
5409,mother daughter honor,1,
5410,also many clothes,1,
5411,breast big lie,1,
5412,perhaps suicide sound,1,
5413,perhaps guilty fall,1,Happy
5414,almost goad audience,1,Sad
5415,completely odds movie,1,
5416,tragically dy toxic,1,Sad
5417,back flash turn,1,Surprise
5418,slightly cheese ball,1,
5419,certainly knew stage,1,Fear
5420,really easy defeat,1,Surprise
5421,around multiple time,1,
5422,even marginal standard,1,Fear
5423,first rebel place,1,Angry
5424,ally stupid california,1,
5425,really capture atrocity,1,Happy
5426,frequently lampoon state,1,Sad
5427,never subject others,1,
5428,purely content admit,1,Sad
5429,purposely overlong dialogue,1,
5430,writer harold ramis,1,
5431,increasingly mini power,1,Angry
5432,endlessly achieve dialogue,1,
5433,yes flip danny,1,Angry
5434,emcee good beasties,1,Happy
5435,really learn job,1,Surprise
5436,hayes representative group,1,Surprise
5437,obviously contribution collection,1,Fear
5438,definitely good trashcan,1,Happy
5439,truly embarrassing movie,1,Fear
5440,mildly enjoyable feature,1,Happy
5441,completely serious shade,1,
5442,tell good story,2,Happy
5443,obviously cuban revolutionist,1,
5444,yet matter view,1,Fear
5445,mere speculative towards,1,Fear
5446,merely document emote,1,
5447,remotely special resonance,1,Surprise
5448,purely ostensible level,1,
5449,historically significant art,1,Happy
5450,completely false representation,2,Fear
5451,mostly shot roadrunner,1,
5452,back fire counterpart,1,
5453,even funny dull,1,Surprise
5454,sadly valley wolf,1,Fear
5455,really hollywood congratulation,1,Surprise
5456,maybe creative detail,1,
5457,lively sarcastic self,1,Happy
5458,luckily brief moment,1,Happy
5459,somewhere bizarre world,1,
5460,alone australian film,1,Sad
5461,actually advance plot,1,Surprise
5462,back cabin add,1,Sad
5463,else u spending,1,
5464,specially priyanka chopra,1,
5465,still much business,1,Fear
5466,already short length,1,Angry
5467,away piece puke,1,Angry
5468,quite generous right,1,Happy
5469,really dull moment,1,Surprise
5470,father elderly bag,1,
5471,brazil develop water,1,Sad
5472,back white civilization,1,Fear
5473,longer fit matter,1,Happy
5474,absolutely impossible bring,1,Sad
5475,also neat flashback,1,
5476,doe good fan,1,Happy
5477,exactly right spot,1,Fear
5478,even abysmal standard,1,
5479,yet somehow book,1,
5480,probably right appeal,1,Fear
5481,oddly sexual frankenstein,1,
5482,rather cheesy flick,1,Fear
5483,ab tree trunk,1,
5484,absolutely fabulous patsy,1,Happy
5485,well lit spooky,1,
5486,lovely blonde actress,1,Happy
5487,fair good quality,1,Happy
5488,soon realize film,1,
5489,wonderfully eccentric tennessee,1,Surprise
5490,totally unpredictable start,1,
5491,unfortunately huge step,1,Sad
5492,along co director,1,Surprise
5493,definitely threaten bog,1,Fear
5494,however constant putdowns,1,Surprise
5495,ally mcbeal look,1,
5496,seemingly lightweight something,1,
5497,hopefully temporary detour,1,Fear
5498,rather common experience,1,Fear
5499,especially hot marguerite,1,Sad
5500,altogether unappealing caricature,1,Sad
5501,minute long credit,1,Fear
5502,terminally whiny year,1,Sad
5503,pretty hollow explanation,1,Happy
5504,love sleep walk,1,Happy
5505,also pleased people,1,Sad
5506,rather picturesque life,1,Fear
5507,anyway end head,1,Fear
5508,hardly touch surface,1,Sad
5509,actually heavy stuff,1,Angry
5510,pretty romantic drama,1,Happy
5511,therefore whole story,1,Fear
5512,brought much charisma,1,Sad
5513,surprisingly flat audience,1,Sad
5514,well johnny cash,1,
5515,even violent mundane,1,
5516,mainly unknown ha,1,Fear
5517,characteristically brilliant scene,1,Happy
5518,video much garbage,1,
5519,better live action,1,Surprise
5520,long classic tombstone,1,Fear
5521,nevertheless laudable effort,1,Happy
5522,well worth time,4,Fear
5523,uniformly good skeletal,1,Happy
5524,nearly identical montage,1,
5525,far entertaining crap,1,Surprise
5526,pile pretentious garbage,1,Fear
5527,actually funny insulting,1,Surprise
5528,however result highlander,1,Surprise
5529,sometimes wanted sold,1,
5530,perhaps early warning,1,Fear
5531,really sarcastic swipe,1,Surprise
5532,nicely segue soul,1,Surprise
5533,dreadfully unfunny teeny,1,Fear
5534,pretty funny doubt,1,Happy
5535,potentially interesting idea,1,Happy
5536,seemingly depressed wa,1,Sad
5537,religiously inspired capitalize,1,Happy
5538,clearly responsible father,1,Fear
5539,hard understand dialog,1,Angry
5540,back tivo number,1,Fear
5541,sad vacuous thing,1,Surprise
5542,trite deadpan line,1,Fear
5543,really worked dyan,1,Surprise
5544,overtly nutty clash,1,
5545,painfully obvious cinema,1,Sad
5546,however tone wa,1,Surprise
5547,actionheros moviehistory kurt,1,
5548,instead clueless wannabe,1,Sad
5549,oddball serious actor,1,
5550,militarily inaccurate case,1,
5551,really skin sheer,1,Surprise
5552,truly great time,1,Happy
5553,somewhat sister year,1,Surprise
5554,still fresh mind,1,Surprise
5555,often unappealing character,1,Fear
5556,especially poor christopher,1,
5557,actually worth recoil,1,Surprise
5558,hilariously albert pyun,1,Happy
5559,nowhere programmer write,1,
5560,clearly inspired beat,1,Happy
5561,painfully obvious cast,1,Sad
5562,finally experience sonatine,1,Fear
5563,first scriptwriter shot,1,Surprise
5564,also impressed arials,1,Happy
5565,creepily steady pan,1,Sad
5566,quite kubrick time,1,
5567,unsuccessfully cool half,1,Happy
5568,seriously stupid pay,1,
5569,highly engaging character,1,Fear
5570,well wart deterrent,1,
5571,really good check,1,Happy
5572,originally u cinema,1,
5573,highly recommended filmgoers,1,
5574,accidentally shot death,1,Fear
5575,else mystery life,1,Fear
5576,extremely successful performance,1,
5577,largely unfunny way,1,
5578,genuinely funny scene,1,Surprise
5579,rather wit word,1,Angry
5580,also huge gap,1,
5581,father twin sister,1,
5582,totally flat le,1,Sad
5583,pretty much country,1,Happy
5584,theatrically british poirot,1,
5585,impulsively sexy character,1,Fear
5586,wa good time,1,Happy
5587,usually utter line,1,Fear
5588,heavily portentous dialogue,1,Sad
5589,absolutely amazing film,1,Surprise
5590,really uniform design,1,Surprise
5591,seriously need actor,1,
5592,still fellow shah,1,
5593,individually describe word,1,Angry
5594,simply cup tea,1,
5595,back predictable sequence,1,
5596,completely hated doe,1,Sad
5597,probably good laugh,1,Happy
5598,reasonably graphic rape,1,
5599,angel fear tread,1,Sad
5600,pretty reprehensible attitude,1,Happy
5601,slightly nasty worth,1,Fear
5602,historically accurate film,1,
5603,even good case,1,Happy
5604,unpardonably slow get,1,
5605,rarely flame life,1,Angry
5606,lively everett charles,1,Happy
5607,also poignant scene,1,
5608,lonely transsexual meet,1,Sad
5609,ever single woman,1,Surprise
5610,form dead laid,1,
5611,silly cone tit,1,Fear
5612,nice positive value,1,Happy
5613,far normal fun,1,Happy
5614,well brute man,1,
5615,quite good result,1,Happy
5616,hollywood obvious comparison,1,
5617,lloyd bacon year,1,
5618,back warner baxter,1,
5619,art unappreciated gabin,1,
5620,become jealous woman,1,
5621,lover paulo baker,1,
5622,well apt student,1,Fear
5623,already forsworn privilege,1,
5624,even troublesome horniness,1,Fear
5625,certainly sample style,1,
5626,practically beside point,1,Angry
5627,edward everett horton,1,
5628,far moulin rouge,1,Fear
5629,mainly good movie,1,Happy
5630,barely beat wit,1,Surprise
5631,unfortunately none comment,1,Sad
5632,normally lovable jean,1,
5633,completely undermines sympathy,1,Sad
5634,initially sympathetic erstwhile,1,Happy
5635,pretty unsympathetic triangle,1,Happy
5636,absolutely romantic comedy,1,Happy
5637,severely discredit hero,1,Fear
5638,well early century,1,
5639,totally devoid protection,1,Sad
5640,back dark age,1,Angry
5641,understand great movie,1,Happy
5642,lie abed grief,1,Surprise
5643,nonetheless charlie chaplin,1,Sad
5644,mostly bad film,1,Sad
5645,laugh hard use,1,Angry
5646,entirely focus grainy,1,
5647,overly deep human,1,
5648,back middle age,1,Angry
5649,highly superior dramedy,1,
5650,ocd good bitty,1,Happy
5651,foreigner many b,1,
5652,almost unquestionable owes,1,Fear
5653,misguidedly enjoyed time,1,Happy
5654,generally brainless drivel,1,
5655,merely okay film,1,
5656,naturally bring conflict,1,Sad
5657,also guy charisma,1,
5658,elsewhere self respect,1,Happy
5659,well thought movie,1,Surprise
5660,highly recommend sequel,1,
5661,yes american game,1,Sad
5662,almost total transformation,1,
5663,horribly wrong realises,1,Fear
5664,back watched notice,1,Surprise
5665,back kevin costner,1,
5666,genuinely tough surprise,1,Surprise
5667,interestingly fade number,1,Fear
5668,sometime soda snack,1,
5669,quite suppose movie,1,Fear
5670,achingly prof universality,1,
5671,absolutely terrific movie,1,Surprise
5672,generally stephen fry,1,
5673,back drago montage,1,
5674,deadly art order,1,
5675,definitely recommend buff,1,Fear
5676,overly simplistic character,1,Fear
5677,trait much interesting,1,Happy
5678,bully hey franchise,1,Surprise
5679,completely picture view,1,
5680,quite stale bread,1,
5681,truly unfunny scene,1,
5682,newfie obvious movie,1,
5683,yet comradeship writer,1,
5684,quite boring bring,1,Sad
5685,mostly police dialogue,1,
5686,naturally mr brings,1,Sad
5687,well dumb movie,1,
5688,really tv favorite,1,Happy
5689,fully believe word,1,Angry
5690,absolutely terrible script,1,Fear
5691,forward towards end,1,
5692,desperately big chill,1,Sad
5693,owes much plot,1,
5694,back dvd rental,1,
5695,pretty rubbish stuff,1,Happy
5696,first saw quincy,1,Surprise
5697,even gory boring,1,Sad
5698,long bushy tail,1,Fear
5699,anyway ride horse,1,
5700,simply disgrace work,1,Sad
5701,best element story,1,Surprise
5702,even free tv,1,Happy
5703,never finish scene,2,
5704,nearly league pun,2,
5705,potentially political statement,2,
5706,away expert interest,2,Happy
5707,still high kind,1,Happy
5708,really possible ha,1,Surprise
5709,ten visited service,1,
5710,elite assassin penthouse,1,Surprise
5711,really glimmer truth,1,Surprise
5712,yore performer cold,1,Surprise
5713,clearly right work,1,Fear
5714,long owned con,1,Fear
5715,pretty standard film,1,Happy
5716,tile much fun,1,Happy
5717,unfortunately special effect,1,Surprise
5718,otherwise splendid science,1,Happy
5719,truly understand writer,1,
5720,really add thing,1,Surprise
5721,ridiculously overwrought heavy,1,Sad
5722,really enjoyed picture,1,Happy
5723,excruciatingly unfunny comedy,1,
5724,however bad heard,1,Surprise
5725,even ringu complaint,1,Sad
5726,away keep attention,1,Angry
5727,eventually tragic history,1,Sad
5728,long haired figure,1,Fear
5729,closer tragedy threat,1,Fear
5730,fast buck movie,1,
5731,yet girl fear,1,Surprise
5732,really necessary keep,1,Surprise
5733,relatively modern time,1,
5734,totally pointless score,1,Angry
5735,close leave movie,1,Happy
5736,even universe example,1,
5737,really carrying foot,1,Surprise
5738,instead good cliché,1,Happy
5739,absolutely hilarious ha,1,Happy
5740,usually fan exception,1,
5741,highly recommend direction,1,
5742,anymore dig guy,1,
5743,sexy much ron,1,
5744,fairly rest fine,1,Happy
5745,forever ingrained memory,1,
5746,basically major cringe,1,Fear
5747,even listen director,1,Surprise
5748,else willing look,1,
5749,either free spirit,1,Happy
5750,forward new entry,1,
5751,really solid flick,1,Surprise
5752,probably know time,1,Fear
5753,unintentionally funny edge,1,Surprise
5754,easily influenced film,1,Fear
5755,especially snazzy jerky,1,
5756,simply gallery routine,1,
5757,eerily hasty scene,1,Angry
5758,well sane person,1,
5759,really repetitive line,1,Surprise
5760,emotionally wayward lead,1,
5761,horribly lull spot,1,Fear
5762,longer fun bachelor,1,Happy
5763,yet randy excursion,1,
5764,tad severe guy,1,
5765,really unlucky loser,1,Sad
5766,bit radioactive spider,1,
5767,supposedly peter parker,1,
5768,still special effect,1,Surprise
5769,pretty good time,1,Happy
5770,else great anyone,1,Happy
5771,truly show disconnection,1,
5772,really exist china,1,Surprise
5773,also conversation scene,1,
5774,particularly reminiscent tokyo,1,
5775,uniquely basic synopsis,1,
5776,sometimes difficult situation,1,Fear
5777,however ha effort,1,Surprise
5778,well black pirate,1,
5779,encounter legendary action,1,Fear
5780,amazingly visually way,1,
5781,earlier buried treasure,1,
5782,tersely tight knit,1,
5783,wally ferris novel,1,Fear
5784,simply top rate,1,Surprise
5785,bernard good ill,1,Happy
5786,also personal journey,1,Fear
5787,almost improvised voice,1,Fear
5788,indeed flaw movie,1,
5789,hard fast rule,1,Angry
5790,quite understandeable character,1,Fear
5791,highly entertaining gypsy,1,
5792,little along way,1,
5793,often sad masterpiece,1,Surprise
5794,frighteningly real story,1,Surprise
5795,however particular method,1,Surprise
5796,probably famous portrayal,1,Fear
5797,late early theme,1,Sad
5798,well tragic drama,1,Sad
5799,billy par film,1,
5800,especially noir fan,1,Sad
5801,prof good actor,1,Happy
5802,also ha bit,1,
5803,quite nice look,1,Happy
5804,first good news,1,Happy
5805,lonely snow shoveller,1,Sad
5806,increasingly formulaic fluff,1,Sad
5807,le impossible plight,1,
5808,already empty member,1,
5809,pretty funny bit,1,Happy
5810,equally suspicious nothing,1,Sad
5811,deeply committed grandchild,1,Sad
5812,laser floyd anyone,1,
5813,really thin spoiler,1,Surprise
5814,immediately trailer interview,1,
